DataMedicao,Cota(m),VolumeAtual(hm3)
4/2/12,112.70,3569.39
5/2/12,112.68,3566.79
6/2/12,112.66,3564.18
7/2/12,112.65,3562.87
8/2/12,112.63,3560.27
9/2/12,112.61,3557.66
10/2/12,112.59,3555.05
11/2/12,112.58,3553.75
12/2/12,112.56,3551.14
13/2/12,112.56,3551.14
14/2/12,112.53,3547.23
15/2/12,112.52,3545.92
16/2/12,112.50,3543.32
17/2/12,112.49,3542.01
18/2/12,112.51,3544.62
19/2/12,112.55,3549.83
20/2/12,112.58,3553.75
21/2/12,112.59,3555.05
22/2/12,112.60,3556.35
23/2/12,112.62,3558.96
24/2/12,112.64,3561.57
25/2/12,112.65,3562.87
26/2/12,112.66,3564.18
27/2/12,112.67,3565.48
28/2/12,112.67,3565.48
29/2/12,112.66,3564.18
1/3/12,112.66,3564.18
2/3/12,112.66,3564.18
3/3/12,112.65,3562.87
4/3/12,112.64,3561.57
5/3/12,112.64,3561.57
6/3/12,112.62,3558.96
7/3/12,112.61,3557.66
8/3/12,112.60,3556.35
9/3/12,112.58,3553.75
10/3/12,112.57,3552.44
11/3/12,112.56,3551.14
12/3/12,112.54,3548.53
13/3/12,112.54,3548.53
14/3/12,112.50,3543.32
15/3/12,112.49,3542.01
16/3/12,112.47,3539.40
17/3/12,112.45,3536.80
18/3/12,112.44,3535.49
19/3/12,112.42,3532.88
20/3/12,112.40,3530.28
21/3/12,112.39,3528.97
22/3/12,112.37,3526.36
23/3/12,112.35,3523.76
24/3/12,112.33,3521.15
25/3/12,112.32,3519.84
26/3/12,112.30,3517.24
27/3/12,112.28,3514.63
28/3/12,112.26,3512.02
29/3/12,112.25,3510.72
30/3/12,112.24,3509.41
31/3/12,112.22,3506.81
1/4/12,112.20,3504.20
2/4/12,112.19,3502.89
3/4/12,112.17,3500.29
4/4/12,112.15,3497.68
5/4/12,112.15,3497.68
6/4/12,112.12,3493.77
7/4/12,112.10,3491.16
8/4/12,112.08,3488.55
9/4/12,112.07,3487.25
10/4/12,112.06,3485.94
11/4/12,112.03,3482.03
12/4/12,112.02,3480.73
13/4/12,112.01,3479.42
14/4/12,111.99,3476.82
15/4/12,111.97,3474.21
16/4/12,111.95,3471.60
17/4/12,111.93,3468.99
18/4/12,111.93,3468.99
19/4/12,111.91,3466.38
20/4/12,111.92,3467.69
21/4/12,111.90,3465.08
22/4/12,111.89,3463.78
23/4/12,111.87,3461.17
24/4/12,111.86,3459.87
25/4/12,111.84,3457.26
26/4/12,111.83,3455.95
27/4/12,111.81,3453.35
28/4/12,111.80,3452.04
29/4/12,111.78,3449.43
30/4/12,111.77,3448.13
1/5/12,111.75,3445.52
2/5/12,111.74,3444.22
3/5/12,111.72,3441.61
4/5/12,111.71,3440.31
5/5/12,111.69,3437.70
6/5/12,111.68,3436.40
7/5/12,111.66,3433.79
8/5/12,111.65,3432.48
9/5/12,111.64,3431.18
10/5/12,111.62,3428.57
11/5/12,111.62,3428.57
12/5/12,111.60,3425.96
13/5/12,111.59,3424.66
14/5/12,111.57,3422.05
15/5/12,111.56,3420.75
16/5/12,111.54,3418.14
17/5/12,111.52,3415.53
18/5/12,111.51,3414.23
19/5/12,111.49,3411.62
20/5/12,111.49,3411.62
21/5/12,111.49,3411.62
22/5/12,111.48,3410.32
23/5/12,111.47,3409.01
24/5/12,111.45,3406.41
25/5/12,111.45,3406.41
26/5/12,111.45,3406.41
27/5/12,111.43,3403.80
28/5/12,111.42,3402.49
29/5/12,111.41,3401.19
30/5/12,111.40,3399.89
31/5/12,111.38,3397.28
1/6/12,111.37,3395.97
2/6/12,111.36,3394.67
3/6/12,111.35,3393.37
4/6/12,111.34,3392.06
5/6/12,111.32,3389.45
6/6/12,111.30,3386.85
7/6/12,111.29,3385.54
8/6/12,111.28,3384.24
9/6/12,111.27,3382.94
10/6/12,111.27,3382.94
11/6/12,111.25,3380.33
12/6/12,111.25,3380.33
13/6/12,111.24,3379.02
14/6/12,111.23,3377.72
15/6/12,111.22,3376.42
16/6/12,111.20,3373.81
17/6/12,111.20,3373.81
18/6/12,111.18,3371.20
19/6/12,111.17,3369.90
20/6/12,111.16,3368.59
21/6/12,111.14,3365.98
22/6/12,111.13,3364.68
23/6/12,111.13,3364.68
24/6/12,111.12,3363.38
25/6/12,111.11,3362.07
26/6/12,111.09,3359.47
27/6/12,111.09,3359.47
28/6/12,111.09,3359.47
29/6/12,111.08,3358.16
30/6/12,111.07,3356.86
1/7/12,111.06,3355.55
2/7/12,111.04,3352.95
3/7/12,111.04,3352.95
4/7/12,111.03,3351.64
5/7/12,111.02,3350.34
6/7/12,111.01,3349.03
7/7/12,111.00,3347.73
8/7/12,110.99,3346.43
9/7/12,110.98,3345.12
10/7/12,110.98,3345.12
11/7/12,110.96,3342.51
12/7/12,110.95,3341.21
13/7/12,110.94,3339.91
14/7/12,110.93,3338.60
15/7/12,110.92,3337.30
16/7/12,110.91,3335.99
17/7/12,110.90,3334.69
18/7/12,110.89,3333.39
19/7/12,110.87,3330.78
20/7/12,110.86,3329.48
21/7/12,110.85,3328.17
22/7/12,110.84,3326.87
23/7/12,110.82,3324.26
24/7/12,110.81,3322.96
25/7/12,110.80,3321.65
26/7/12,110.77,3317.74
27/7/12,110.75,3315.13
28/7/12,110.74,3313.83
29/7/12,110.72,3311.22
30/7/12,110.72,3311.22
31/7/12,110.71,3309.92
1/8/12,110.70,3308.61
2/8/12,110.69,3307.31
3/8/12,110.67,3304.70
4/8/12,110.66,3303.40
5/8/12,110.65,3302.09
6/8/12,110.63,3299.49
7/8/12,110.62,3298.18
8/8/12,110.61,3296.88
9/8/12,110.61,3296.88
10/8/12,110.61,3296.88
11/8/12,110.59,3294.27
12/8/12,110.59,3294.27
13/8/12,110.58,3292.97
14/8/12,110.59,3294.27
15/8/12,110.58,3292.97
16/8/12,110.57,3291.66
17/8/12,110.57,3291.66
18/8/12,110.56,3290.36
19/8/12,110.55,3289.05
20/8/12,110.55,3289.05
21/8/12,110.54,3287.75
22/8/12,110.54,3287.75
23/8/12,110.54,3287.75
24/8/12,110.52,3285.14
25/8/12,110.51,3283.84
26/8/12,110.50,3282.54
27/8/12,110.49,3281.23
28/8/12,110.48,3279.93
29/8/12,110.47,3278.62
30/8/12,110.45,3276.02
31/8/12,110.45,3276.02
1/9/12,110.45,3276.02
2/9/12,110.45,3276.02
3/9/12,110.44,3274.71
4/9/12,110.46,3277.32
5/9/12,110.47,3278.62
6/9/12,110.46,3277.32
7/9/12,110.46,3277.32
8/9/12,110.45,3276.02
9/9/12,110.45,3276.02
10/9/12,110.45,3276.02
11/9/12,110.45,3276.02
12/9/12,110.45,3276.02
13/9/12,110.43,3273.41
14/9/12,110.42,3272.10
15/9/12,110.41,3270.80
16/9/12,110.39,3268.19
17/9/12,110.39,3268.19
18/9/12,110.38,3266.89
19/9/12,110.36,3264.28
20/9/12,110.35,3262.98
21/9/12,110.33,3260.37
22/9/12,110.32,3259.06
23/9/12,110.32,3259.06
24/9/12,110.31,3257.76
25/9/12,110.30,3256.46
26/9/12,110.28,3253.85
27/9/12,110.27,3252.55
28/9/12,110.26,3251.24
29/9/12,110.25,3249.94
30/9/12,110.23,3247.33
1/10/12,110.22,3246.03
2/10/12,110.21,3244.72
3/10/12,110.20,3243.42
4/10/12,110.18,3240.81
5/10/12,110.18,3240.81
6/10/12,110.16,3238.20
7/10/12,110.14,3235.59
8/10/12,110.14,3235.59
9/10/12,110.13,3234.29
10/10/12,110.12,3232.99
11/10/12,110.10,3230.38
12/10/12,110.09,3229.08
13/10/12,110.08,3227.77
14/10/12,110.07,3226.47
15/10/12,110.05,3223.86
16/10/12,110.04,3222.56
17/10/12,110.03,3221.25
18/10/12,110.01,3218.64
19/10/12,110.00,3217.34
20/10/12,109.98,3214.73
21/10/12,109.97,3213.43
22/10/12,109.96,3212.12
23/10/12,109.95,3210.82
24/10/12,109.93,3208.21
25/10/12,109.92,3206.91
26/10/12,109.91,3205.60
27/10/12,109.89,3203.00
28/10/12,109.88,3201.69
29/10/12,109.86,3199.09
30/10/12,109.85,3197.78
31/10/12,109.84,3196.48
1/11/12,109.82,3193.87
2/11/12,109.81,3192.57
3/11/12,109.86,3199.09
4/11/12,110.08,3227.77
5/11/12,110.16,3238.20
6/11/12,110.29,3255.15
7/11/12,110.44,3274.71
8/11/12,110.49,3281.23
9/11/12,110.56,3290.36
10/11/12,110.57,3291.66
11/11/12,110.58,3292.97
12/11/12,110.58,3292.97
13/11/12,110.57,3291.66
14/11/12,110.57,3291.66
15/11/12,110.56,3290.36
16/11/12,110.55,3289.05
17/11/12,110.55,3289.05
18/11/12,110.58,3292.97
19/11/12,110.61,3296.88
20/11/12,110.62,3298.18
21/11/12,110.63,3299.49
22/11/12,110.65,3302.09
23/11/12,110.65,3302.09
24/11/12,110.66,3303.40
25/11/12,110.66,3303.40
26/11/12,110.66,3303.40
27/11/12,110.66,3303.40
28/11/12,110.66,3303.40
29/11/12,110.66,3303.40
1/12/12,110.65,3302.09
2/12/12,110.64,3300.79
3/12/12,110.63,3299.49
4/12/12,110.62,3298.18
5/12/12,110.61,3296.88
6/12/12,110.61,3296.88
7/12/12,110.59,3294.27
8/12/12,110.59,3294.27
9/12/12,110.58,3292.97
10/12/12,110.57,3291.66
11/12/12,110.56,3290.36
12/12/12,110.54,3287.75
13/12/12,110.52,3285.14
14/12/12,110.51,3283.84
15/12/12,110.50,3282.54
16/12/12,110.49,3281.23
17/12/12,110.48,3279.93
18/12/12,110.47,3278.62
19/12/12,110.46,3277.32
20/12/12,110.44,3274.71
21/12/12,110.43,3273.41
22/12/12,110.41,3270.80
23/12/12,110.39,3268.19
24/12/12,110.39,3268.19
25/12/12,110.37,3265.58
26/12/12,110.37,3265.58
27/12/12,110.36,3264.28
28/12/12,110.35,3262.98
29/12/12,110.34,3261.67
30/12/12,110.33,3260.37
31/12/12,110.31,3257.76
1/1/13,110.30,3256.46
2/1/13,110.27,3252.55
3/1/13,110.26,3251.24
4/1/13,110.25,3249.94
5/1/13,110.23,3247.33
6/1/13,110.21,3244.72
7/1/13,110.21,3244.72
8/1/13,110.18,3240.81
9/1/13,110.17,3239.51
10/1/13,110.16,3238.20
11/1/13,110.14,3235.59
12/1/13,110.12,3232.99
13/1/13,110.11,3231.68
14/1/13,110.10,3230.38
15/1/13,110.09,3229.08
16/1/13,110.08,3227.77
17/1/13,110.07,3226.47
18/1/13,110.07,3226.47
19/1/13,110.09,3229.08
20/1/13,110.10,3230.38
21/1/13,110.17,3239.51
22/1/13,110.46,3277.32
23/1/13,110.63,3299.49
24/1/13,110.71,3309.92
25/1/13,110.85,3328.17
26/1/13,110.94,3339.91
27/1/13,110.98,3345.12
28/1/13,111.00,3347.73
29/1/13,111.10,3360.77
30/1/13,111.17,3369.90
31/1/13,111.24,3379.02
1/2/13,111.28,3384.24
2/2/13,111.31,3388.15
3/2/13,111.34,3392.06
4/2/13,111.35,3393.37
5/2/13,111.37,3395.97
6/2/13,111.37,3395.97
7/2/13,111.38,3397.28
8/2/13,111.37,3395.97
9/2/13,111.37,3395.97
10/2/13,111.37,3395.97
11/2/13,111.37,3395.97
12/2/13,111.37,3395.97
13/2/13,111.36,3394.67
14/2/13,111.36,3394.67
15/2/13,111.35,3393.37
16/2/13,111.34,3392.06
17/2/13,111.32,3389.45
18/2/13,111.32,3389.45
19/2/13,111.31,3388.15
20/2/13,111.30,3386.85
21/2/13,111.29,3385.54
22/2/13,111.28,3384.24
23/2/13,111.27,3382.94
24/2/13,111.25,3380.33
25/2/13,111.25,3380.33
26/2/13,111.24,3379.02
27/2/13,111.23,3377.72
28/2/13,111.21,3375.11
1/3/13,111.20,3373.81
2/3/13,111.19,3372.50
3/3/13,111.17,3369.90
4/3/13,111.16,3368.59
5/3/13,111.14,3365.98
6/3/13,111.13,3364.68
7/3/13,111.12,3363.38
8/3/13,111.11,3362.07
9/3/13,111.09,3359.47
10/3/13,111.08,3358.16
11/3/13,111.06,3355.55
12/3/13,111.05,3354.25
13/3/13,111.04,3352.95
14/3/13,111.02,3350.34
15/3/13,111.00,3347.73
16/3/13,110.99,3346.43
17/3/13,110.98,3345.12
18/3/13,110.97,3343.82
19/3/13,110.96,3342.51
20/3/13,110.95,3341.21
21/3/13,110.93,3338.60
22/3/13,110.92,3337.30
23/3/13,110.91,3335.99
24/3/13,110.89,3333.39
25/3/13,110.88,3332.08
26/3/13,110.88,3332.08
27/3/13,110.86,3329.48
28/3/13,110.83,3325.56
29/3/13,110.82,3324.26
30/3/13,110.81,3322.96
31/3/13,110.79,3320.35
1/4/13,110.78,3319.04
2/4/13,110.77,3317.74
3/4/13,110.75,3315.13
4/4/13,110.74,3313.83
5/4/13,110.73,3312.52
6/4/13,110.72,3311.22
7/4/13,110.70,3308.61
8/4/13,110.69,3307.31
9/4/13,110.68,3306.01
10/4/13,110.66,3303.40
11/4/13,110.65,3302.09
12/4/13,110.64,3300.79
13/4/13,110.62,3298.18
14/4/13,110.61,3296.88
15/4/13,110.60,3295.57
16/4/13,110.59,3294.27
17/4/13,110.58,3292.97
18/4/13,110.56,3290.36
19/4/13,110.57,3291.66
20/4/13,110.56,3290.36
21/4/13,110.57,3291.66
22/4/13,110.56,3290.36
23/4/13,110.56,3290.36
24/4/13,110.56,3290.36
25/4/13,110.59,3294.27
26/4/13,110.60,3295.57
27/4/13,110.61,3296.88
28/4/13,110.61,3296.88
29/4/13,110.61,3296.88
30/4/13,110.62,3298.18
1/5/13,110.61,3296.88
2/5/13,110.61,3296.88
3/5/13,110.61,3296.88
4/5/13,110.60,3295.57
5/5/13,110.60,3295.57
6/5/13,110.59,3294.27
7/5/13,110.58,3292.97
8/5/13,110.57,3291.66
9/5/13,110.57,3291.66
10/5/13,110.56,3290.36
11/5/13,110.55,3289.05
12/5/13,110.55,3289.05
13/5/13,110.55,3289.05
14/5/13,110.55,3289.05
15/5/13,110.54,3287.75
16/5/13,110.54,3287.75
17/5/13,110.53,3286.45
18/5/13,110.52,3285.14
19/5/13,110.52,3285.14
20/5/13,110.53,3286.45
21/5/13,110.52,3285.14
22/5/13,110.50,3282.54
23/5/13,110.50,3282.54
24/5/13,110.49,3281.23
25/5/13,110.48,3279.93
26/5/13,110.47,3278.62
27/5/13,110.46,3277.32
28/5/13,110.46,3277.32
29/5/13,110.45,3276.02
30/5/13,110.43,3273.41
31/5/13,110.42,3272.10
1/6/13,110.42,3272.10
2/6/13,110.41,3270.80
3/6/13,110.40,3269.50
4/6/13,110.39,3268.19
5/6/13,110.40,3269.50
6/6/13,110.40,3269.50
7/6/13,110.40,3269.50
8/6/13,110.39,3268.19
9/6/13,110.40,3269.50
10/6/13,110.40,3269.50
11/6/13,110.40,3269.50
12/6/13,110.39,3268.19
13/6/13,110.38,3266.89
14/6/13,110.38,3266.89
15/6/13,110.37,3265.58
16/6/13,110.37,3265.58
17/6/13,110.37,3265.58
18/6/13,110.36,3264.28
19/6/13,110.37,3265.58
20/6/13,110.36,3264.28
21/6/13,110.36,3264.28
22/6/13,110.35,3262.98
23/6/13,110.36,3264.28
24/6/13,110.37,3265.58
25/6/13,110.37,3265.58
26/6/13,110.38,3266.89
27/6/13,110.39,3268.19
28/6/13,110.41,3270.80
29/6/13,110.43,3273.41
30/6/13,110.44,3274.71
1/7/13,110.46,3277.32
2/7/13,110.48,3279.93
3/7/13,110.50,3282.54
4/7/13,110.52,3285.14
5/7/13,110.54,3287.75
6/7/13,110.56,3290.36
7/7/13,110.57,3291.66
8/7/13,110.58,3292.97
9/7/13,110.58,3292.97
10/7/13,110.58,3292.97
11/7/13,110.59,3294.27
12/7/13,110.59,3294.27
13/7/13,110.59,3294.27
14/7/13,110.59,3294.27
15/7/13,110.59,3294.27
16/7/13,110.59,3294.27
17/7/13,110.60,3295.57
18/7/13,110.60,3295.57
19/7/13,110.61,3296.88
20/7/13,110.61,3296.88
21/7/13,110.62,3298.18
22/7/13,110.62,3298.18
23/7/13,110.63,3299.49
24/7/13,110.63,3299.49
25/7/13,110.64,3300.79
26/7/13,110.64,3300.79
27/7/13,110.66,3303.40
28/7/13,110.66,3303.40
29/7/13,110.66,3303.40
30/7/13,110.66,3303.40
31/7/13,110.65,3302.09
1/8/13,110.65,3302.09
2/8/13,110.64,3300.79
3/8/13,110.64,3300.79
4/8/13,110.63,3299.49
5/8/13,110.62,3298.18
6/8/13,110.62,3298.18
7/8/13,110.62,3298.18
8/8/13,110.62,3298.18
9/8/13,110.64,3300.79
10/8/13,110.64,3300.79
11/8/13,110.64,3300.79
12/8/13,110.64,3300.79
13/8/13,110.65,3302.09
14/8/13,110.64,3300.79
15/8/13,110.64,3300.79
16/8/13,110.64,3300.79
17/8/13,110.64,3300.79
18/8/13,110.64,3300.79
19/8/13,110.63,3299.49
20/8/13,110.63,3299.49
21/8/13,110.62,3298.18
22/8/13,110.62,3298.18
23/8/13,110.62,3298.18
24/8/13,110.62,3298.18
25/8/13,110.62,3298.18
26/8/13,110.62,3298.18
27/8/13,110.62,3298.18
28/8/13,110.61,3296.88
29/8/13,110.60,3295.57
30/8/13,110.60,3295.57
31/8/13,110.61,3296.88
1/9/13,110.62,3298.18
2/9/13,110.62,3298.18
3/9/13,110.63,3299.49
4/9/13,110.63,3299.49
5/9/13,110.63,3299.49
6/9/13,110.64,3300.79
7/9/13,110.64,3300.79
8/9/13,110.64,3300.79
9/9/13,110.64,3300.79
10/9/13,110.64,3300.79
11/9/13,110.65,3302.09
12/9/13,110.65,3302.09
13/9/13,110.65,3302.09
14/9/13,110.65,3302.09
15/9/13,110.65,3302.09
16/9/13,110.65,3302.09
17/9/13,110.64,3300.79
18/9/13,110.64,3300.79
19/9/13,110.64,3300.79
20/9/13,110.64,3300.79
21/9/13,110.64,3300.79
22/9/13,110.66,3303.40
23/9/13,110.67,3304.70
24/9/13,110.68,3306.01
25/9/13,110.68,3306.01
26/9/13,110.68,3306.01
27/9/13,110.69,3307.31
28/9/13,110.71,3309.92
29/9/13,110.72,3311.22
30/9/13,110.72,3311.22
1/10/13,110.72,3311.22
2/10/13,110.72,3311.22
3/10/13,110.72,3311.22
4/10/13,110.71,3309.92
5/10/13,110.70,3308.61
6/10/13,110.70,3308.61
7/10/13,110.69,3307.31
8/10/13,110.68,3306.01
9/10/13,110.69,3307.31
10/10/13,110.72,3311.22
11/10/13,110.72,3311.22
12/10/13,110.70,3308.61
13/10/13,110.69,3307.31
14/10/13,110.69,3307.31
15/10/13,110.68,3306.01
16/10/13,110.67,3304.70
17/10/13,110.66,3303.40
18/10/13,110.64,3300.79
19/10/13,110.64,3300.79
20/10/13,110.63,3299.49
21/10/13,110.61,3296.88
22/10/13,110.61,3296.88
23/10/13,110.59,3294.27
24/10/13,110.58,3292.97
25/10/13,110.57,3291.66
26/10/13,110.55,3289.05
27/10/13,110.54,3287.75
28/10/13,110.53,3286.45
29/10/13,110.51,3283.84
30/10/13,110.50,3282.54
31/10/13,110.49,3281.23
1/11/13,110.48,3279.93
2/11/13,110.48,3279.93
3/11/13,110.48,3279.93
4/11/13,110.48,3279.93
5/11/13,110.48,3279.93
6/11/13,110.46,3277.32
7/11/13,110.45,3276.02
8/11/13,110.45,3276.02
9/11/13,110.43,3273.41
10/11/13,110.42,3272.10
11/11/13,110.40,3269.50
12/11/13,110.39,3268.19
13/11/13,110.38,3266.89
14/11/13,110.36,3264.28
15/11/13,110.36,3264.28
16/11/13,110.35,3262.98
17/11/13,110.33,3260.37
18/11/13,110.32,3259.06
19/11/13,110.32,3259.06
20/11/13,110.30,3256.46
21/11/13,110.30,3256.46
22/11/13,110.28,3253.85
23/11/13,110.27,3252.55
24/11/13,110.26,3251.24
25/11/13,110.25,3249.94
26/11/13,110.22,3246.03
27/11/13,110.20,3243.42
28/11/13,110.23,3247.33
29/11/13,110.21,3244.72
30/11/13,110.20,3243.42
1/12/13,110.19,3242.11
2/12/13,110.17,3239.51
3/12/13,110.16,3238.20
4/12/13,110.16,3238.20
5/12/13,110.14,3235.59
6/12/13,110.13,3234.29
7/12/13,110.13,3234.29
8/12/13,110.14,3235.59
9/12/13,110.16,3238.20
10/12/13,110.17,3239.51
11/12/13,110.18,3240.81
12/12/13,110.17,3239.51
13/12/13,110.18,3240.81
14/12/13,110.21,3244.72
15/12/13,110.30,3256.46
16/12/13,110.44,3274.71
17/12/13,110.52,3285.14
18/12/13,110.55,3289.05
19/12/13,110.63,3299.49
20/12/13,110.79,3320.35
21/12/13,111.01,3349.03
22/12/13,111.43,3403.80
23/12/13,111.89,3463.78
24/12/13,112.33,3521.15
25/12/13,112.59,3555.05
26/12/13,112.93,3599.38
27/12/13,113.20,3634.59
28/12/13,113.57,3682.83
29/12/13,114.00,3738.90
30/12/13,114.40,3791.06
31/12/13,114.58,3814.53
1/1/14,114.52,3806.70
2/1/14,114.45,3797.58
3/1/14,114.46,3798.88
4/1/14,114.44,3796.27
5/1/14,114.41,3792.36
6/1/14,114.35,3784.54
7/1/14,114.28,3775.41
8/1/14,114.25,3771.50
9/1/14,114.23,3768.89
10/1/14,114.21,3766.28
11/1/14,114.20,3764.98
12/1/14,114.19,3763.67
13/1/14,114.17,3761.07
14/1/14,114.15,3758.46
15/1/14,114.13,3755.85
16/1/14,114.12,3754.55
17/1/14,114.09,3750.64
18/1/14,114.09,3750.64
19/1/14,114.07,3748.03
20/1/14,114.05,3745.42
21/1/14,114.03,3742.81
22/1/14,114.01,3740.20
23/1/14,114.00,3738.90
24/1/14,113.98,3736.29
25/1/14,113.96,3733.68
26/1/14,113.94,3731.08
27/1/14,113.93,3729.77
28/1/14,113.90,3725.86
29/1/14,113.89,3724.56
30/1/14,113.87,3721.95
31/1/14,113.84,3718.04
1/2/14,113.84,3718.04
2/2/14,113.84,3718.04
3/2/14,113.83,3716.73
4/2/14,113.83,3716.73
5/2/14,113.82,3715.43
6/2/14,113.82,3715.43
7/2/14,113.82,3715.43
8/2/14,113.81,3714.13
9/2/14,113.81,3714.13
10/2/14,113.80,3712.82
11/2/14,113.79,3711.52
12/2/14,113.79,3711.52
13/2/14,113.79,3711.52
14/2/14,113.79,3711.52
15/2/14,113.82,3715.43
16/2/14,113.82,3715.43
17/2/14,113.83,3716.73
18/2/14,113.84,3718.04
19/2/14,113.84,3718.04
20/2/14,113.84,3718.04
21/2/14,113.84,3718.04
22/2/14,113.85,3719.34
23/2/14,113.86,3720.65
24/2/14,113.86,3720.65
25/2/14,113.86,3720.65
26/2/14,113.86,3720.65
27/2/14,113.86,3720.65
28/2/14,113.88,3723.25
1/3/14,113.89,3724.56
2/3/14,113.94,3731.08
3/3/14,114.00,3738.90
4/3/14,114.07,3748.03
5/3/14,114.11,3753.24
6/3/14,114.13,3755.85
7/3/14,114.14,3757.15
8/3/14,114.17,3761.07
9/3/14,114.21,3766.28
10/3/14,114.26,3772.80
11/3/14,114.29,3776.71
12/3/14,114.29,3776.71
13/3/14,114.30,3778.02
14/3/14,114.32,3780.62
15/3/14,114.35,3784.54
16/3/14,114.35,3784.54
17/3/14,114.34,3783.23
18/3/14,114.34,3783.23
19/3/14,114.34,3783.23
20/3/14,114.34,3783.23
21/3/14,114.34,3783.23
22/3/14,114.34,3783.23
23/3/14,114.34,3783.23
24/3/14,114.34,3783.23
25/3/14,114.34,3783.23
26/3/14,114.34,3783.23
27/3/14,114.34,3783.23
28/3/14,114.34,3783.23
29/3/14,114.34,3783.23
30/3/14,114.34,3783.23
31/3/14,114.34,3783.23
1/4/14,114.34,3783.23
2/4/14,114.36,3785.84
3/4/14,114.38,3788.45
4/4/14,114.42,3793.66
5/4/14,114.44,3796.27
6/4/14,114.47,3800.18
7/4/14,114.49,3802.79
8/4/14,114.51,3805.40
9/4/14,114.53,3808.01
10/4/14,114.51,3805.40
11/4/14,114.52,3806.70
12/4/14,114.62,3819.74
13/4/14,114.76,3838.00
14/4/14,114.87,3852.34
15/4/14,114.93,3860.16
16/4/14,114.98,3866.68
17/4/14,115.03,3873.20
18/4/14,115.06,3877.11
19/4/14,115.09,3881.03
20/4/14,115.11,3883.63
21/4/14,115.11,3883.63
22/4/14,115.12,3884.94
23/4/14,115.09,3881.03
24/4/14,115.06,3877.11
25/4/14,115.07,3878.42
26/4/14,115.06,3877.11
27/4/14,115.05,3875.81
28/4/14,115.04,3874.51
29/4/14,115.04,3874.51
30/4/14,115.03,3873.20
1/5/14,115.01,3870.59
2/5/14,115.01,3870.59
3/5/14,115.02,3871.90
4/5/14,115.04,3874.51
5/5/14,115.07,3878.42
6/5/14,115.05,3875.81
7/5/14,115.06,3877.11
8/5/14,115.07,3878.42
9/5/14,115.08,3879.72
10/5/14,115.08,3879.72
11/5/14,115.08,3879.72
12/5/14,115.08,3879.72
13/5/14,115.08,3879.72
14/5/14,115.08,3879.72
15/5/14,115.09,3881.03
16/5/14,115.14,3887.54
17/5/14,115.16,3890.15
18/5/14,115.18,3892.76
19/5/14,115.21,3896.67
20/5/14,115.23,3899.28
21/5/14,115.24,3900.58
22/5/14,115.27,3904.50
23/5/14,115.29,3907.10
24/5/14,115.32,3911.01
25/5/14,115.35,3914.93
26/5/14,115.36,3916.23
27/5/14,115.38,3918.84
28/5/14,115.40,3921.45
29/5/14,115.41,3922.75
30/5/14,115.42,3924.05
31/5/14,115.43,3925.36
1/6/14,115.43,3925.36
2/6/14,115.44,3926.66
3/6/14,115.44,3926.66
4/6/14,115.44,3926.66
5/6/14,115.45,3927.97
6/6/14,115.45,3927.97
7/6/14,115.45,3927.97
8/6/14,115.44,3926.66
9/6/14,115.46,3929.27
10/6/14,115.44,3926.66
11/6/14,115.44,3926.66
12/6/14,115.41,3922.75
13/6/14,115.40,3921.45
14/6/14,115.42,3924.05
15/6/14,115.42,3924.05
16/6/14,115.42,3924.05
17/6/14,115.42,3924.05
18/6/14,115.42,3924.05
19/6/14,115.40,3921.45
20/6/14,115.40,3921.45
21/6/14,115.40,3921.45
22/6/14,115.36,3916.23
23/6/14,115.35,3914.93
24/6/14,115.34,3913.62
25/6/14,115.34,3913.62
26/6/14,115.34,3913.62
27/6/14,115.34,3913.62
28/6/14,115.34,3913.62
29/6/14,115.35,3914.93
30/6/14,115.35,3914.93
1/7/14,115.35,3914.93
2/7/14,115.35,3914.93
3/7/14,115.36,3916.23
4/7/14,115.36,3916.23
5/7/14,115.36,3916.23
6/7/14,115.36,3916.23
7/7/14,115.32,3911.01
8/7/14,115.30,3908.41
9/7/14,115.30,3908.41
10/7/14,115.30,3908.41
11/7/14,115.30,3908.41
12/7/14,115.28,3905.80
13/7/14,115.28,3905.80
14/7/14,115.29,3907.10
15/7/14,115.29,3907.10
16/7/14,115.28,3905.80
17/7/14,115.28,3905.80
18/7/14,115.27,3904.50
19/7/14,115.27,3904.50
20/7/14,115.27,3904.50
21/7/14,115.27,3904.50
22/7/14,115.30,3908.41
23/7/14,115.30,3908.41
24/7/14,115.31,3909.71
25/7/14,115.31,3909.71
26/7/14,115.30,3908.41
27/7/14,115.30,3908.41
28/7/14,115.32,3911.01
29/7/14,115.32,3911.01
30/7/14,115.32,3911.01
31/7/14,115.33,3912.32
1/8/14,115.34,3913.62
2/8/14,115.34,3913.62
3/8/14,115.33,3912.32
4/8/14,115.32,3911.01
5/8/14,115.30,3908.41
6/8/14,115.30,3908.41
7/8/14,115.29,3907.10
8/8/14,115.29,3907.10
9/8/14,115.29,3907.10
10/8/14,115.29,3907.10
11/8/14,115.29,3907.10
12/8/14,115.29,3907.10
13/8/14,115.29,3907.10
14/8/14,115.29,3907.10
15/8/14,115.30,3908.41
16/8/14,115.32,3911.01
17/8/14,115.32,3911.01
18/8/14,115.32,3911.01
19/8/14,115.32,3911.01
20/8/14,115.31,3909.71
21/8/14,115.30,3908.41
22/8/14,115.29,3907.10
23/8/14,115.28,3905.80
